Approach,Document_ID,Participants,Interventions,Outcomes,Gold_Participants,Gold_Interventions,Gold_Outcomes
zero_shot_flan_t5,11829043,patients who had undergone stoma surgery,progressive muscle relaxation training,anxiety level and self-reported QoL,patients after stoma surgery . Eighteen patients who had undergone stoma surgery | patients after stoma surgery .,progressive muscle relaxation training | progressive muscle relaxation training ( PMRT ) | PMRT,"anxiety level and self-reported quality of life ( QoL ) | Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) . | C-STAI score | WHOQoL score | WHOQoL | QoL | QoL-Colostomy | quality of life | anxiety"
zero_shot_flan_t5,11891832,44 patients,methotrexate,Mean change of quantitative muscle strength testing sum scores,inclusion body myositis | 44 patients with inclusion body myositis,methotrexate | placebo . | methotrexate | methotrexate | placebo | methotrexate | methotrexate,"weakness progression | disease progression | Mean change of quantitative muscle strength testing sum scores | Quantitative muscle strength testing sum scores | manual muscle testing sum scores , activity scale scores and patients ' own assessments | Serum creatine kinase activity | progression of muscle weakness | serum creatine kinase activity ."
zero_shot_flan_t5,12139812,208 patients ( 229 eyes ),limbal epithelial autograft transplantation,therapeutic effects of limbal epithelial autograft transplantation,pterygium | pterygium . | 208 patients | initial pterygium,[ Limbal epithelial autograft transplantation | limbal epithelial autograft transplantation | pterygium excision | excision of pterygium | limbal epithelial autograft transplantation surgery | simple pterygium excision | limbal epithelial autograft transplantation,epithelial healing | abnormal proliferation of pterygium-like tissue .
zero_shot_flan_t5,12477021,thirty-five university students,a new non-contact tonometer,Intra-ocular pressure,Thirty-five university students were assessed,Reichert AT550 : | Reichert AT550 . | Reichert Xpert Plus | Goldmann applanation tonometer | Perkins tonometer . | AT550 NCT | Goldmann tonometer | AT550 NCT | Goldmann tonometry,Clinical performance | level of accuracy | measurements | IOP
zero_shot_flan_t5,12576806,patients or participants,endopyelotomy,Endopyelotomy,57 | patients with primary ureteropelvic junction obstruction,stenting | Internal stenting | stenting | 7/14Fr internal endopyelotomy stent placement,optimum duration of stenting | symptoms | ipsilateral glomerular filtration rate . | drainage pattern . | Stent related symptoms | urinary tract infections | duration | stent related complications .
zero_shot_flan_t5,12586799,patients with advanced NPC,concurrent chemoradiotherapy,overall and progression-free survival,advanced nasopharyngeal carcinoma : | patients with advanced NPC . | From December 1993 to April 1999 | 284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC | patients with advanced NPC,concurrent chemoradiotherapy | radiotherapy | concurrent chemoradiotherapy ( CCRT ) | radiotherapy ( RT ) | chemotherapy | cisplatin | fluorouracil | CCRT | RT-alone | CCRT | RT-only | CCRT | RT-only | CCRT | CCRT | RT,overall and progression-free survival . | Survival analysis | tumor relapse | 5-year overall survival rates | 5-year progression-free survival rates | toxicity | leukopenia | emesis | treatment-related deaths
zero_shot_flan_t5,12595499,people at high cardiovascular risk,renal insufficiency,heart outcomes and prevention evaluation,people at high cardiovascular risk | people with diabetes | 7674 participants with albuminuria data at baseline and at follow-up | nondiabetic and in diabetic people .,ramipril 's | placebo | Ramipril | Ramipril,clinical proteinuria | progression of albuminuria | microalbuminuria | clinical proteinuria . | progression | albuminuria . | progression of albuminuria .
zero_shot_flan_t5,12709693,patients,analgesia/sedation with remifentanil and propofol,"Conscious analgesia/sedation with remifentanil and propofol versus total intravenous anesthesia with fentanyl , midazolam , and propofol",outpatient colonoscopy . | 100 adult patients,remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol | midazolam | fentanyl | propofol | remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol,Cardiorespiratory parameters | bispectral index | Numerical Pain Rating Scale ( NRS ) | recovery level | return of psychomotor efficiency | Aldrete scale | Modified Post Anesthesia Discharge Scoring ( MPADS ) system | pain intensity score | maximum MPADS score | mean arterial pressure and heart rate and signs of respiratory depression | analgesia | hemodynamic stability | respiratory depression | rapid recovery
zero_shot_flan_t5,1286547,patients with IDDM-type diabetes mellitus,nitrendipine,reduced platelet thromboxane formation,borderline hypertensive patients with IDDM-type diabetes mellitus . Twenty-nine IDDM patients with borderline hypertension | diabetic patients with borderline hypertension .,dihydropyridine calcium channel blocker | nitrendipine | placebo | nitrendipine | Nitrendipine | placebo | nitrendipine | nitrendipine | nitrendipine,platelet thromboxane formation | Stimulated platelet thromboxane formation | plasma levels of platelet factor 4 and aggregation responses to collagen and ADP | thromboxane formation | Exercise induced change of thromboxane synthesis | PF4 plasma levels | Whole blood aggregation after collagen stimulation | aggregation | collagen dependent platelet activation
zero_shot_flan_t5,12960652,infants,Epigastric impedance,dysrhythmia in infants with gastrointestinal diseases,"infants | gastrointestinal diseases | infants with different gastrointestinal diseases | 21 patients | age 0-2 months | 40 healthy infants | age 0-2 months | patients suffered from partial or total intestinal obstruction , necrotizing enterocolitis or pyloric stenosis.All infants were fasting",epigastric impedance | Epigastric impedance | epigastric impedance | epigastric impedance,epigastric impedance | phasic activity | frequency phasic activity | phasic activity
zero_shot_flan_t5,1459268,Aberdeen Assisted Reproduction Unit,short and ultrashort regimens of gonadotropin-releasing hormone agonist,ovulation induction in an in vitro fertilization program,in vitro fertilization ( IVF ) | Forty-eight patients having IVF for the first time | undergoing IVF,gonadotropin-releasing hormone agonist | gonadotropin-releasing hormone agonist ( GnRH-a ) | GnRH-a .,"usefulness | Response to ovarian stimulation and occurrence of spontaneous luteinizing hormone ( LH ) surges . | ovulation induction , fertilization , and pregnancy rates | LH surge ."
zero_shot_flan_t5,14679127,Patients with bidimensionally measurable,topotecan versus paclitaxel,Long-term survival,advanced epithelial ovarian carcinoma . | patients with advanced epithelial ovarian cancer who had failed one prior platinum-based regimen . | Patients with bidimensionally measurable disease | 226 | ovarian cancer .,topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | Topotecan | paclitaxel | topotecan,European Organisation for Research and Treatment of Cancer Quality of Life ( EORTC QOL ) -C30 questionnaire | pain | anorexia | diarrhoea | fatigue | nausea | vomiting | dyspnea | constipation | insomnia | progression | median survival | efficacy | survival | haematological toxicity . Non-haematological toxicity
zero_shot_flan_t5,14739125,healthy young subjects,torcetrapib,HDL-C levels,healthy young | Five groups of 8 subjects each,torcetrapib . | cholesteryl ester transfer protein ( CETP ) inhibitor torcetrapib | placebo | torcetrapib | Torcetrapib,plasma drug levels | Total plasma cholesterol | nonHDL-C | low-density lipoprotein cholesterol | Apolipoprotein A-I and E | apoB | Cholesteryl ester content | triglyceride
zero_shot_flan_t5,14763035,24 CAPD patients with LVH,selective angiotensin receptor blocker,LVH [ left ventricular ma],left ventricular hypertrophy | patients on continuous ambulatory peritoneal dialysis ( CAPD ) . | 24 CAPD patients with LVH [ left ventricular mass index ( LVMi ) > 110 g/m2 for women | LVMi > 137 g/m2 for men,Valsartan | selective angiotensin II receptor blocker ( ARB ) | ARB valsartan | placebo | ARB . | ARB | placebo | ARB,"blood pressure ( BP ) | aortic and large-artery compliance | arterial wave reflections [ pulse wave velocity ( PWV ) | augmentation index ( AI ) application tonometry ] | cardiac echocardiography . | body weight , BP ( mercury sphygmomanometer ) , serum creatinine , electrolytes , complete blood cell counts , urine volume , drainage volume , and weekly creatinine clearance . | Systolic and diastolic BP | LVMi | LVMi | PWV | AI | LVMi"
zero_shot_flan_t5,15014018,patients with stage IIB and III melanoma,high-dose IFN-alpha 2b therapy,adjuvant high-dose IFN-alpha 2b therapy,Nearly 2000 patients with stage IIB and III melanoma | patients with high-risk resected melanoma,interferon | IFN-alpha 2b | IFN-alpha 2b ( HDI ) | Obs | HDI | Obs | HDI | Obs,relapse-free survival ( RFS ) | overall survival ( OS ) | RFS | OS | RFS | OS
zero_shot_flan_t5,15133359,a biomedical information extraction assistant,CS cannulation,CS cannulation,biventricular implantation | Thirty-four consecutive patients,catheters | guiding catheter alone | GCA | electrophysiology catheter advanced | electrophysiology catheter aided | EPA | GCA | GCA | EPA | EPA | GCA | EPA | GCA | EPA | GCA,"CS cannulation time | Time to successful catheterization of CS | Fluoroscopy time | contrast dye volume | procedural time , fluoroscopy time | contrast dye volume"
zero_shot_flan_t5,15193668,children,AUT-D,behavioral intentions toward an unfamiliar child with autism,peers | peers | child with autism . Children | 576 | M age = 10.06 | children 's,descriptive ( AUT-D ) | descriptive and explanatory information ( AUT-D + E ) . | descriptive and explanatory information,peers ' perceptions | peers ' perceptions | behavioral intentions | ( Adjective Checklist ) | ( Shared Activities Questionnaire ) | children 's attitudes | behavioral intentions
zero_shot_flan_t5,15358868,adults with autism,autism,visual search in adults with autism,adults with autism . | adults with autism . | adults with autism,,searching for targets . | visual search performance | visual discrimination ability . | unique item detection
zero_shot_flan_t5,15848261,Twenty-six patients,physical therapy alone or with a specialised balance retraining program,gait improvement,stroke patients ] | post-acute hemiparetic patients | Twenty-six patients within 3 months of onset of stroke,conventional physical therapy alone | specialised balance retraining program | physical therapy | therapy and retraining | conventional therapy | therapy | standing balance training by biofeedback ( BPM Monitor ) | conventional therapy .,gait improvement | Gait spatiotemporal parameters | clinical scores | time between stroke and the beginning of walking | Gait velocity | walking pattern | duration of the paretic limb single stance . | duration of the reception double stance on the paretic limb
